	tweet	class
13557	oh gon na ruining life throwing away smoking weed test scores higher trash life	2
13558	oh im back bitch one walks ever ever	1
13559	oh bitch scandal	1
13560	oh whitney cant b true gtsob sob weep soblt oh crack industry lost champion ripwhitney ya dumb bitch	1
13561	oh wow avoiding bitch	1
13562	ohh amp btw leslieeeixta get call 24 blame kimberlyyaye bitch keeps signing people bc wants gym buddies lol	1
13563	ohh gawdd woke throwed dis nicca paper slept n damn car n threw n shit n lost phone smh gm	1
13564	ohkay texas bitch keep textin callin cryin stressin bout ive another bitch allegedly 128076	1
13565	ohmygod please dont bitch today	1
13566	oi look pussy bed pazzsince95 httptcocelrcwziq3	1
13567	ok shows cartoon network complete trash stevm universe awwwwwesomeeeeee	2
13568	ok funny proud liberal wants end racism calls tim scott uncle tom lolz lib idiots tcot httptcoy6x6eagw20	1
13569	ok night night bitches	1
13570	ok bitch say wut think shesaid believe u described urself dumbass	0
13571	ok sucking dick isnt supposed done cute manor like eating pussy youre supposed scared	1
13572	okay im gon na need everyone stop calling rihanna hoe k thanks	1
13573	okay ajay got one time call bitch one lit sub tweets like bitch fucc yo lit life got going	1
13574	okay number aint saved long 128533 okay thancc 9995128514 tf hoe	1
13575	okay dont reply didnt want anyways bitch	1
13576	okay know im like ten years late freaking hate ana sofia lost fuck dumb bitch wtf problem 128545128545128545128545128545128545128545128545128545128545128545	1
13577	okay either scubakitteh super dyke weird car sex fetish	1
13578	okay rt _professorx right8212 bitch rt mndspeak88 mad cause opened mouth greysanatomy	1
13579	okay kids rickandmorty came thats know im tweeting way late sunday night booya bitchesgt im outta heregt	1
13580	okay maybe every losangeles evil would 80 people ive encountered trash another 10 barely human	2
13581	okay natitude sooooo coolgt come bitches dont call obama bo jingo thats thought gobuycomb	1
13582	okay ill stop bitch maybe 128514	1
13583	oklahoma 250 yards tu 4 points trashhhhhhhh ass teams big xii trash	1
13584	ol bitch ass look like got bobble head lilshwenda	1
13585	ol heads always think young nicca gon runoff wit sacc	1
13586	old hoe lol theshugavery rt moyizzy juice gone im old bitty	1
13587	old hoes get mad dont show attention want	1
13588	old lady went pay reached way plate hate eating bar countertops stupid white bitch	1
13589	older black guy factory know none coons work tipped heres 15 right 128514128514128514	1
13590	ole girl really told doesnt care boyfriend hoes whats wrong generation	1
13591	olivias pussy good got jake sip tea enemy op baddest bitch scandalabc	1
13592	omer asik trash offensive side floor dude real life murky doo doo water	2
13593	omfg im murk bitch see red dude	1
13594	omfg tattoo hurts like bitch painful	1
13595	omfg crazy bitch here128557128584	1
13596	omg 9 days exactly week ill vegas bitches edclv httptcoq1uhzepiyw	1
13597	omg dot im sure thats give away free bitch 128128	1
13598	omg hate bitches fucking laugh shut fuck upppp	1
13599	omg go charlie bear twerk team fucks	1
13600	omg kill liking pic swear bitch	1
13601	omg bitch buy dildo stfu	1
13602	omg bruh said bitch look like female jb smoove lmao httptcour5n1iuwjm	1
13603	omg chloe pulled house like come outside bitch 128514128514128514128514 hella cray	1
13604	omg fuck bitches basedgod	1
13605	omg hes hes pathetic spineless balls piece trash twitter ive ever seen let go throw blah	1
13606	omg bitch said shit	1
13607	omg bitch standing humming deep annoying tone whole time counter wtf	1
13608	omg cutest little tinker bell ever 1008465039 httptcovdajfvlwyp httptcoyptz9o4sis	2
13609	omg wont say face stupid ass hoes talkin shit imma whoop ass dramatic teenage girls	0
13610	omgggggggggg mila kunis fing hot f sarah marshall shes like bird anorexic	2
13611	omm bitch dumb ass fuck	1
13612	omoide yokocho shinjuku tokyo japan jap243n lost japan miguel mich225n httptco7j2uxi5501	2
13613	gc l8v3 dis bitch httptcodmxsot02qg	1
13614	upenn campus black chicks trash theyre gon na paid	0
13615	handstand rt blaaksuedepumps pops pussy delight	1
13616	mission find zebra cakes	2
13617	scale 1 redneck im watching days thunder right gocruise	1
13618	break feeling xxxtra dumb cause forgot lunch money like hoe	1
13619	shit jus turned 18 bitches dat grown shit 128527	1
13620	anniversary 911 isis amp al qaeda supporters claim ben laden show jihadi authenticity pathetic	2
13621	secret party mission live tweaking mock fatpo	2
13622	2k14 online hitting niggah 128514128514128514128514128076	1
13623	westside im screamin fuck kd bitch	1
13625	ya pussy rap sheet whole lot bros	1
13626	againhello hardin county thedrunkstory everyone knows hoe named ashley hsn	1
13627	brainwork done pacemakers medical device companies call contract tinker toy engineers like sc_troll stribpol	2
13628	break ion want pussy nomore rt cprice_504 y8217all really hate xbox huh	1
13629	hate someone everything offensive look bitch eating crackers like damn place	1
13630	one big school full fake bitches	1
13631	one day niggas gone learn fuck ugly bitch pregnancies need stopped	1
13632	one hoe fine fuck one ugly bitch	1
13633	one mans trash anothers transformer 8594 httptcolpynvqwxxx	2
13634	one mans hoe another mans hoe dont change nigga	1
13635	one mans trash another mans treasure	2
13636	one mans trash another mans treasure believe	2
13637	one tonights dog walk sunset aka invisible bird wire sunset invisiblebird wires httptcoiltshxlyjd	2
13638	one night stand yall hoes yall aint nothing	1
13639	one mark_schlabach best looks rt mcmurphyespn charlie weis couple months ago hanging wnelly httptcoywvvg51z6w	2
13640	one favorite songs theres man shoreline white parakeet trying make bird go home httptcobq3cbipk6s	2
13641	one nigs hollered cici ima keep low key tho one lol	1
13642	one biggest arrests loudmouth bitch reesewitherspoon nigga got ta act like whitebitch police	1
13643	one best faggot jokes time stephenkings itgt anybody seen faggot lately believe hes dressed obama	1
13644	one great treasures living san diego ready access mexican twinkies made real sugar mexican coca cola	2
13645	one worlds prominent jihadi forums got shut 8594 httptco9vafk90dou	2
13646	one room full bad bitches lmao cant believe im kicking mains myspace 128569128569	1
13647	one thing cant stand texting bitches got droids	1
13648	one thing hate lightskin niggas confused bitch like either go fwm gon fw niggas 9995128564	1
13649	one thing love relationship understanding dont like cute shit cute birds	1
13650	one thing love russel wilson aint bitch runnin	1
13651	one thing never thats love bitch cuz im drillin shit love clique	1
13652	one thing im loyal nicca	1
13653	one thing always tell lor cousins big cousins bitches ampamp niggah u always gon na good regardless	1
13654	one thing u cant get trust bitch	1
13655	one time high school girl told friend needed proactive told needed weight watchers hahaha bitch	1
13656	one time girl asked problem instantly replied love bad bitches 128514128514	1
13657	americans degenerate enough honor war dead barbecue anyone grills memorial day trash	2
13658	americans would hire white trash ties international terrorism police officers	0
13659	blood satisfy hungry flames r8217hollor charlie brown	2
13660	fuckin retard liberal would think xmen jesuschrist mutantgt	1
13661	broke nigga gon na settle broke bitch	1
13662	hoe would favorite	1
13663	basic bitches workout planet fitness	1
13664	bitches talk shit	1
13665	broke bitches steal money	1
13666	faggot pussies put twitter pic dog	1
13667	faggots use white dss	0
13668	fags say swag shits mad retarded	0
13669	fat bitches flat booty hoes today wackkkkk	1
13670	one reason cause bitch wont go gay name nt smurf see noone	1
13671	fw bad bitches iont mediocre	1
13672	get loud around ya team ass bitch128527 fraud	1
13673	goofy niggas simp chicks community pussy	1
13674	hoes cheat	1
13675	hoes get 3k followers instagram	1
13676	hoes love	1
13677	hick town walk national sports bar get busch light smh	2
13678	keep real bitches attendance 128109128129	1
13679	movie cant wait see tansformers4 fail im going killer ape shit michael bay	1
13680	negro keep adding baby fat got older	1
13681	niggah tl getting	1
13682	ounces niggah	1
13683	people home right nurses hoes amp niggas tryna hit hoes999665039	1
13684	retards retweet fuckry	0
13685	family eyes n bitch rite heree	1
13686	strong survive nigga pussy	1
13687	strong survive niggas bitches	1
13688	things calm pussy cali tree	1
13689	tweet pussy got superpowers	1
13690	would cut best tight end resign trash nigga cant make play save life	1
13691	white people use word cunt todd really taking	1
13692	white trash morons offended redskins team name liberalism	1
13693	white trash watch football	0
13694	white trash watch hockey	1
13695	white trash would call slants hindis moslems equals	0
13696	word understand blackjesus nigger heavily disappointed show aaronmacgruder stuff blows imo	0
13697	oomf hoe know hoe know hoe wont claim hoe say aint hoe butwe know hoe hoe	1
13698	oomf got hella hoes 128586	1
13699	oomf got hoes	1
13700	oomf make skin itch like ew bitch	1
13701	oooow bitch lace front lace fucked	1
13702	oops freudian slit	2
13703	open legs filet mignon pussy	1
13704	open mouf kissing nig 171distinctive_mae nobetternoworst lolsam love kissing smh lol187	1
13706	operation ask redhead resolve charlie brown rejectedpeanutsspecials	2
13707	dont vote cripple amirite bigot mt dawnnadukes vote votewendydavis governor texas httptcolnaew8ccod	2
13708	im vibing ask see aux cord knowing bout play trash 128530	2
13709	dumb bitch self esteem cant decide saint 128591	1
13710	continue bitch thats cool	1
13711	faggot rt ez_taughtu guess got caught saying nigga	1
13712	get swept motown lol yankees tigers mlb	2
13713	get nails done rt che_theyello1 hoes brag niggas fw got money cant even get fill tank	1
13714	pollo	2
13715	cant afford winter clothes rt da_1eye_creep summer hoe winter muslimah	2
13716	teach might get u got rt abstraktalante really hate disrespectful ass bitch class professor talking stfu bitch	0
13717	music trash	2
13718	youre neighborhood rt clairelea18 know youre mexcian ghetto httptco1vq0ocrsev	2
13719	got ta pay bills cause pussy aint free ummmm dick aint free neither pick tab please thank	1
13720	oregon losing oregon ahhhahahaha faggots	0
13721	oreo ice cream sandwich httptcorm0ksy99bc	2
13722	oreo shake want	2
13723	oreo milkshakes forever remind jay_ibarra95	2
13724	oreos coffee brunch want	2
13725	oreos ho hos put milk	1
13726	oreos life	2
13727	oriental rugs cause im flyer dove	2
13728	oscar amp used make fun chacowearing people together theyre sale 12 lil bitch wants fake	1
13729	oscar taveras went yardie 2nd career mlb bat stud	2
13730	oscars fuckin roasts right got hella dying 128514128514128514128514128514 bitch 128514128514128514128514128514128514128514128514128514	1
13731	jihadi news isis executed kuwait preacher redha lari coz was8220too extreme8221 amp hampered reconciliation nusra fatwas	2
13732	faggot shit macklemore actually really good artistbetter alot rappers	1
13733	otters would make cool pets werent cunts	1
13734	female guinea pig pregnant 127882127881127873128525128525128525	2
13735	professor said hoes said butt hurt boss	1
13736	day care im taking kitty nap hosers	2
13737	outside click aint another nicca fuccn wit	1
13738	outside dah fuckin yardie eh	1
13739	bitches trying act like picture	1
13740	overall single life fun also get nudes dont leak em unless youre faggot	1
13741	overripe eggplants good eats uncletweet	2
13742	philosophy existentialism depth trash pop mtvhottestlanadelrey	2
13743	pnd jigga man	2
13744	pollos last dos pollos estaban dando vueltas en una poller237a mientras los estaban cocinando last cuando httptcofxeeajmyfz	2
13745	psa reduced fat oreos waxy dont soften properly dunked milk stay away theyre unnatural dietschmiet oreo	2
13746	paceys told flash touching turning yellow black whatwashedoing 128514128514	2
13747	padre yankeeangel fans need stfu	2
13748	paid dis much da belt betta crack bitch	1
13749	paige better text bitch lol	1
13750	painting bitches rooftops bc bitches love rooftops	1
13751	palin mocks obama russia rhetorically asks could seen coming crowd goes wild cpac2014	2
13752	panda express trash wanted chinese didnt feel like gettin car	2
13753	pantera 5 minutes alone httptcosrn5yc16 chrisrock 5 minutes pussy boyill crush	0
13754	paper pussy cause pussy bring problems powerofthep	1
13755	papoose trash bro spence1reed lol	1
13756	pappadeaux bread scampi butter rt _chickengeorge pussy tastes like httptcoqfqyc7g7px	1
13757	pappadeaux got best chicken strips swear squeeze lemons hoes	1
13758	parents television council scandal sex scene charlie brown ok httptcoy3gnt4l7vc	2
13759	parker cannon lyrically beautiful bitch comes best lyrics songs like fuck man	1
13760	parodies jihadi songs effective asinine muslims condemn httptcom6cnv3ysmv humorisaweapon	2
13761	parsons trash	2
